Word,Age of Acquisition Rating,Familiarity,Concreteness,Imageability,Meaningfulness: Coloradao Norms,Meaningfulness: Pavio Norms,AoA_Count,Familiarity_Count,Concreteness_Count,Imageability_Count,Meaningfulness_Colorado_Count,Meaningfulness_Paivio_Count,AoA_Std,Familiarity_Std,Concreteness_Std,Imageability_Std,Meaningfulness_Colorado_Std,Meaningfulness_Paivio_Std,AoA_Range,Familiarity_Range,Concreteness_Range,Imageability_Range,Meaningfulness_Colorado_Range,Meaningfulness_Paivio_Range,Source_Count,Source_Row_Count,Source_Words,Review_Required,Review_Reasons
lärche,406.0,406.0,623.0,508.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,LARCH,no,
lärm,,357.0,399.0,406.0,392.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,CLAMOR,no,
läufer,,531.0,,546.0,,,0,2,0,2,0,0,,0.0,,0.0,,,,0,,0.0,,,1,2,RUNNER,no,
läuse,,397.0,543.0,532.0,386.0,656.0,0,2,2,2,2,2,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1,2,LICE,no,
löffel,186.0,612.0,614.0,584.0,425.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,SPOON,no,
lösung,506.0,548.0,388.0,391.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,SOLUTION,no,
löwe,244.0,511.0,627.0,626.0,498.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,LION,no,
löwenzahn,,513.0,558.0,579.0,422.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,DANDELION,no,
lüfter,,520.0,557.0,582.0,425.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,FAN,no,
lüge,320.25,498.0,332.75,370.25,447.0,,4,4,4,4,3,0,121.6766,86.6025,42.0022,25.5477,0.0,,281.0,200,97.0,59.0,0.0,,2,4,FALSEHOOD;LIE,yes,high_aoa_range;high_aoa_std;high_familiarity_range;high_familiarity_std;multiple_english_sources
lügner,308.0,534.0,409.0,425.0,428.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,LIAR,no,
machen,,618.0,299.0,322.0,474.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,MAKE,no,
madame,,414.0,,504.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,MADAME,no,
magen,,547.0,617.0,551.0,457.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,STOMACH,no,
magie,281.0,481.0,257.0,458.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,MAGIC,no,
magnat,,271.0,413.0,379.0,267.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,MAGNATE,no,
magnesium,625.0,372.0,547.0,391.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,MAGNESIUM,no,
magnet,,526.0,550.0,543.0,365.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,MAGNET,no,
mahagoni,,451.0,513.0,500.0,333.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,MAHOGANY,no,
mahlen,,486.0,441.0,485.0,400.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,GRIND,no,
mahlzeit,,603.0,602.0,573.0,548.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,MEAL,no,
mahnwache,550.0,370.0,353.0,426.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,VIGIL,no,
mais,,494.5,545.25,555.75,389.5,696.0,0,4,4,4,4,3,,92.6647,53.2606,78.3753,66.684,0.0,,214,123.0,181.0,154.0,0.0,2,4,CORN;MAIZE,yes,high_familiarity_range;high_familiarity_std;high_imageability_range;high_imageability_std;high_meaningfulness_colorado_range;multiple_english_sources
majestätisch,,391.0,,446.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,MAJESTIC,no,
makkaroni,381.0,498.0,631.0,608.0,459.0,600.0,1,1,1,1,1,1,,,,,,,0.0,0,0.0,0.0,0.0,0.0,1,1,MACARONI,no,
makrele,436.0,398.0,636.0,540.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,MACKEREL,no,
malaria,,356.0,506.0,484.0,,664.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,MALARIA,no,
maler,,575.0,568.0,565.0,,640.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,PAINTER,no,
management,508.0,518.0,381.0,415.0,,568.0,1,1,1,1,0,1,,,,,,,0.0,0,0.0,0.0,,0.0,1,1,MANAGEMENT,no,
manchmal,,593.0,,259.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,SOMETIMES,no,
mandarine,,495.0,645.0,625.0,445.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,TANGERINE,no,
mangan,661.0,332.0,540.0,413.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,MANGANESE,no,
mangel,414.0,537.5,321.5,327.75,360.0,,1,4,4,4,3,0,,9.5263,18.1865,44.6003,0.0,,0.0,22,42.0,103.0,0.0,,2,4,LACK;SHORTAGE,yes,multiple_english_sources
mangelhaft,,465.0,329.0,358.0,431.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,DEFICIENT,no,
maniküre,536.0,382.0,449.0,451.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,MANICURE,no,
mann,,623.0,618.0,567.0,607.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,MAN,no,
mantel,243.0,524.5,595.3333,576.6667,455.0,592.0,4,6,6,6,3,2,79.6743,85.5058,12.0784,15.3912,0.0,0.0,184.0,172,32.0,44.0,0.0,0.0,3,6,COAT;MANTLE;OVERCOAT,yes,high_aoa_range;high_aoa_std;high_familiarity_range;high_familiarity_std;multiple_english_sources
manus,,113.0,315.0,238.0,157.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,MANUS,no,
marine,353.0,470.5,495.5,548.5,407.0,,1,2,2,2,1,0,,5.5,23.5,13.5,,,0.0,11,47.0,27.0,0.0,,2,2,NAVAL;NAVY,yes,multiple_english_sources
marionette,,382.0,,,,,0,2,0,0,0,0,,0.0,,,,,,0,,,,,1,2,PUPPET,no,
markierung,,533.0,464.0,434.0,376.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,MARK,no,
markt,328.0,518.0,551.0,583.0,,704.0,2,2,2,2,0,2,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,,0.0,1,2,MARKET,no,
marl,686.0,185.0,394.0,186.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,MARL,no,
marmelade,,529.0,563.0,569.0,448.0,,0,5,5,5,5,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,5,JAM,no,
marmor,294.0,436.0,611.0,605.0,,,3,3,3,3,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,3,MARBLE,no,
marvel,489.0,465.0,293.0,410.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,MARVEL,no,
maschine,,549.0,578.0,575.0,,588.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,MACHINE,no,
maschinen,409.0,528.0,545.0,526.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,MACHINERY,no,
masern,,487.0,568.0,582.0,398.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,MEASLES,no,
masse,458.0,473.0,397.0,484.0,444.0,,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,3,MASS,no,
mast,392.0,427.0,576.0,558.0,303.0,712.0,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,2,MAST,no,
material,378.0,559.0,539.0,490.0,,592.0,4,4,4,4,0,4,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,,0.0,1,4,MATERIAL,no,
mathematik,,559.3333,404.0,482.3333,451.0,688.0,0,3,3,3,3,2,,8.0139,12.7279,3.2998,18.3848,0.0,,17,27.0,7.0,39.0,0.0,2,3,MATH;MATHEMATICS,yes,multiple_english_sources
mathematisch,,541.0,328.0,430.0,469.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,MATHEMATICAL,no,
matratze,,524.0,640.0,601.0,450.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,MATTRESS,no,
matsch,,489.0,570.0,567.0,415.0,680.0,0,2,2,2,2,2,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1,2,SLUSH,no,
matte,,490.0,513.0,537.0,363.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,MAT,no,
maulkorb,461.0,369.0,585.0,513.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,MUZZLE,no,
maultier,339.0,455.0,592.0,608.0,408.0,612.0,1,1,1,1,1,1,,,,,,,0.0,0,0.0,0.0,0.0,0.0,1,1,MULE,no,
maus,242.0,520.0,624.0,615.0,426.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,MOUSE,no,
mauser,,208.0,347.0,329.0,261.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,MOUSER,no,
maut,,485.0,424.0,419.0,371.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,TOLL,no,
maßgebend,,443.0,,356.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,AUTHORITATIVE,no,
maßlosigkeit,651.0,236.0,248.0,262.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,INTEMPERANCE,no,
maßnahme,344.0,555.0,366.0,379.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,MEASURE,no,
maßstab,397.0,523.0,475.0,463.0,405.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,SCALE,no,
mechaniker,433.0,467.0,580.0,530.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,MECHANIC,no,
mechanisch,,533.0,385.0,482.0,470.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,MECHANICAL,no,
medaille,,494.0,571.0,529.0,420.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,MEDAL,no,
medaillon,,338.0,577.0,565.0,,632.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,MEDALLION,no,
medizin,311.0,547.0,517.0,551.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,MEDICINE,no,
meer,,537.0,596.0,606.0,529.0,716.0,0,1,1,1,1,1,,,,,,,,0,0.0,0.0,0.0,0.0,1,1,SEA,no,
meeresgolf,456.0,406.0,449.0,491.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,GULF,no,
meerjungfrau,322.0,391.0,494.0,578.0,342.0,,1,1,1,1,1,0,,,,,,,0.0,0,0.0,0.0,0.0,,1,1,MERMAID,no,
mehr,,612.0,284.0,264.0,351.0,,0,5,5,5,5,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,5,MORE,no,
mehrheit,531.0,546.0,338.0,390.0,,548.0,1,1,1,1,0,1,,,,,,,0.0,0,0.0,0.0,,0.0,1,1,MAJORITY,no,
meile,314.0,568.0,460.0,511.0,398.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,MILE,no,
mein,,575.3333,385.6667,447.3333,390.0,,0,6,6,6,6,0,,25.9272,93.8095,105.5946,63.6396,,,55,199.0,224.0,135.0,,2,6,MINE;MY,yes,high_concreteness_range;high_concreteness_std;high_imageability_range;high_imageability_std;multiple_english_sources
meineid,,405.0,323.0,353.0,367.0,592.0,0,1,1,1,1,1,,,,,,,,0,0.0,0.0,0.0,0.0,1,1,PERJURY,no,
meinung,,550.0,285.0,359.0,,496.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,OPINION,no,
meinungsverschiedenheit,503.0,489.0,311.0,362.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,DISAGREEMENT,no,
meiste,,560.0,321.0,306.0,340.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,MOST,no,
meister,361.0,503.0,472.0,503.6667,,528.0,4,6,6,6,0,2,0.0,5.6569,18.3848,6.1283,,0.0,0.0,12,39.0,13.0,,0.0,2,6,CHAMPION;MASTER,yes,multiple_english_sources
meisterschaft,,371.0,279.0,324.0,,546.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,MASTERY,no,
meißel,,469.0,597.0,567.0,408.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,CHISEL,no,
melancholie,,431.0,329.0,370.0,421.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,MELANCHOLY,no,
melasse,606.0,309.0,578.0,451.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,MOLASSES,no,
melone,,441.0,,,,,0,1,0,0,0,0,,,,,,,,0,,,,,1,1,MELON,no,
menade,,96.0,263.0,167.0,167.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,MENAD,no,
menge,456.5,502.0,350.5,392.5,,417.0,2,2,2,2,0,1,37.5,55.0,10.5,43.5,,,75.0,110,21.0,87.0,,0.0,2,2,MULTITUDE;QUANTITY,yes,multiple_english_sources
menschen,281.0,628.0,540.0,548.0,612.0,,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,3,PEOPLE,no,
menschenmenge,,425.6667,448.6667,484.0,411.6667,,0,6,6,6,6,0,,68.8251,68.8251,45.2548,73.0677,,,146,146.0,96.0,155.0,,2,6,CROWD;THRONG,yes,high_meaningfulness_colorado_range;multiple_english_sources
menschheit,478.75,475.4,405.0,444.8,498.0,,4,5,5,5,1,0,20.3516,63.0098,14.2829,10.1666,,,47.0,175,45.0,26.0,0.0,,3,5,HUMANITY;HUMANKIND;MANKIND,yes,high_familiarity_range;multiple_english_sources
menschlich,369.0,566.6667,499.3333,489.6667,452.0,,2,3,3,3,1,0,0.0,41.4836,118.3225,75.4247,,,0.0,88,251.0,160.0,0.0,,2,3,HUMAN;HUMANE,yes,high_concreteness_range;high_concreteness_std;high_imageability_range;high_imageability_std;multiple_english_sources
menü,433.0,550.0,555.0,613.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,MENU,no,
messer,,573.0,612.0,633.0,466.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,KNIFE,no,
messing,414.0,469.0,577.0,524.0,377.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,BRASS,no,
metall,308.0,559.0,582.0,541.0,466.0,696.0,3,3,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,3,METAL,no,
metapher,,479.0,,,,,0,1,0,0,0,0,,,,,,,,0,,,,,1,1,METAPHOR,no,
methode,481.0,556.0,303.0,304.0,402.0,520.0,1,1,1,1,1,1,,,,,,,0.0,0,0.0,0.0,0.0,0.0,1,1,METHOD,no,
methodisch,,404.0,,337.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,METHODICAL,no,
methylen,681.0,323.0,558.0,405.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,METHYLENE,no,
metis,,101.0,248.0,199.0,133.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,METIS,no,
metronom,,225.0,,,,,0,1,0,0,0,0,,,,,,,,0,,,,,1,1,METRONOME,no,
metropole,,398.0,504.0,572.0,,628.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,METROPOLIS,no,
metzger,,473.0,556.0,596.0,,672.0,0,3,3,3,0,3,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,3,BUTCHER,no,
meuterei,,428.0,367.0,447.0,385.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,MUTINY,no,
mickrig,,426.0,327.0,395.0,427.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,PUNY,no,
mieder,,488.0,570.0,559.0,400.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,GIRDLE,no,
mien,,143.0,283.0,253.0,200.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,MIEN,no,
miesmuschel,414.0,396.0,618.0,556.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,MUSSEL,no,
miete,425.0,547.0,437.0,469.0,462.0,,4,4,4,4,4,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,4,RENT,no,
mietvertrag,,504.0,371.0,426.0,377.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,LEASE,no,
mikroorganismus,622.0,339.0,482.0,394.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,MICROBE,no,
mikroskop,,493.0,591.0,617.0,389.0,548.0,0,1,1,1,1,1,,,,,,,,0,0.0,0.0,0.0,0.0,1,1,MICROSCOPE,no,
milbe,,291.0,463.0,387.0,289.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,MITE,no,
milch,,588.0,670.0,638.0,515.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,MILK,no,
milchwirtschaft,331.0,467.0,565.0,537.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,DAIRY,no,
mild,,556.0,330.0,359.0,437.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,MILD,no,
militär,428.0,458.0,417.0,478.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,MILITARY,no,
militärisch,,460.0,338.0,412.0,318.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,MARTIAL,no,
millionen,419.0,519.0,364.0,440.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,MILLION,no,
minarett,,168.0,,,,,0,1,0,0,0,0,,,,,,,,0,,,,,1,1,MINARET,no,
minderung,644.0,294.0,250.0,189.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,ABATEMENT,no,
minderwertig,,547.0,311.0,379.0,487.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,INFERIOR,no,
mineral,469.0,454.0,527.0,432.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,MINERAL,no,
minister,342.0,500.0,563.0,584.0,487.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,MINISTER,no,
minstrel,,390.0,530.0,522.0,367.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,MINSTREL,no,
minute,264.0,621.0,361.0,473.0,487.0,,4,4,4,4,4,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,4,MINUTE,no,
mischung,350.0,588.0,356.0,433.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,MIXTURE,no,
missbrauch,,453.5,318.0,367.0,425.0,,0,4,2,2,2,0,,3.5,0.0,0.0,0.0,,,7,0.0,0.0,0.0,,2,4,ABUSE;MISUSE,yes,multiple_english_sources
misserfolg,439.0,542.0,282.0,437.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,FAILURE,no,
misswirtschaft,597.0,407.0,295.0,286.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,MISMANAGEMENT,no,
misthaufen,483.0,313.0,576.0,475.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,DUNGHILL,no,
mit,,608.0,268.0,287.0,305.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,WITH,no,
mitarbeiter,403.0,577.0,515.0,478.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,STAFF,no,
mitfühlend,,508.0,320.0,390.0,460.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,SYMPATHETIC,no,
mitgefühl,464.0,501.0,278.0,402.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,SYMPATHY,no,
mitgift,556.0,289.0,409.0,422.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,DOWRY,no,
mitglied,392.0,573.0,455.0,399.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,MEMBER,no,
mitmachen,,544.0,292.0,340.0,464.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,JOIN,no,
mittagessen,275.0,616.0,552.0,602.0,485.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,LUNCH,no,
mitte,,540.0,371.0,459.0,452.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,CENTER,no,
mittelmäßig,,403.0,,322.0,,,0,2,0,2,0,0,,0.0,,0.0,,,,0,,0.0,,,1,2,MEDIOCRE,no,
mittelmäßigkeit,636.0,339.0,217.0,258.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,MEDIOCRITY,no,
mittelschiff,,203.0,402.0,282.0,225.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,NAVE,no,
mitternacht,328.0,569.0,396.0,602.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,MIDNIGHT,no,
mixer,,518.0,574.0,536.0,450.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,MIXER,no,
mode,467.0,548.0,356.0,474.0,505.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,FASHION,no,
modern,,579.0,,368.0,,,0,2,0,2,0,0,,0.0,,0.0,,,,0,,0.0,,,1,2,MODERN,no,
modernistisch,614.0,278.0,356.0,294.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,MODERNIST,no,
mohair,583.0,377.0,583.0,508.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,MOHAIR,no,
mohur,,43.0,266.0,158.0,128.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,MOHUR,no,
mokassin,,475.0,611.0,573.0,436.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,MOCCASIN,no,
molch,428.0,335.0,606.0,472.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,NEWT,no,
mole,,484.0,590.0,567.0,372.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,MOLE,no,
molekül,,464.0,453.0,470.0,411.0,668.0,0,1,1,1,1,1,,,,,,,,0,0.0,0.0,0.0,0.0,1,1,MOLECULE,no,
moment,350.0,560.0,301.0,334.0,402.0,438.0,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,2,MOMENT,no,
monade,,113.0,247.0,186.0,149.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,MONAD,no,
monarch,456.0,428.0,525.0,572.0,,692.0,3,3,3,3,0,3,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,,0.0,1,3,MONARCH,no,
monat,,598.0,345.0,448.0,,458.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,MONTH,no,
mond,,585.0,581.0,585.0,442.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,MOON,no,
mondlicht,378.0,467.0,456.0,613.0,,,3,3,3,3,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,3,MOONLIGHT,no,
monokel,531.0,301.0,603.0,529.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,MONOCLE,no,
monsun,508.0,336.0,508.0,498.0,345.0,,1,1,1,1,1,0,,,,,,,0.0,0,0.0,0.0,0.0,,1,1,MONSOON,no,
moos,,436.0,575.0,569.0,373.0,704.0,0,2,2,2,2,2,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1,2,MOSS,no,
moralisch,539.0,535.0,220.0,341.0,,644.0,3,3,3,3,0,3,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,,0.0,1,3,MORAL,no,
morbid,,465.0,358.0,420.0,430.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,MORBID,no,
mord,381.0,528.0,445.0,549.0,536.0,780.0,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,2,MURDER,no,
